productid,link,product_title,price,actual_price,ratings,color
1,https://www.daraz.com.np/products/apple-macbook-air-13-inch-m1-256gb-oliz-store-i106600811.html,Apple MacBook Air 13-inch M1 256GB - Oliz Store,"Rs. 109,900","Rs. 139,900",76 Ratings,Space Grey
5,https://www.daraz.com.np/products/lenovo-v15-celeron-4gb-ram-256gb-ssd156-inch-hd-display-i117911554.html,"Lenovo V15 celeron 4GB RAM 256GB SSD,15.6 inch HD Display","Rs. 33,998","Rs. 45,000",22 Ratings,Black
7,https://www.daraz.com.np/products/dell-celeron-5470-intel-uhd-8256gb-ssd-i129342925.html,Dell Celeron 5470 Intel UHD 8/256GB SSD,"Rs. 35,800","Rs. 40,000",5 Ratings,Black
8,https://www.daraz.com.np/products/acer-aspire-3-ryzen-7-5700u-16-gb-ram-512-gb-ssd156-fhd-amd-gfx-win-11-i134922201.html,Acer Aspire 3 Ryzen 7 - 5700U / 16 GB RAM/ 512 GB SSD/15.6 FHD/ AMD Gfx/ Win 11,"Rs. 73,990","Rs. 89,990",No Ratings,Silver
9,https://www.daraz.com.np/products/acer-nitro-v-15-core-i5-13420h-13th-gen-16-gb-ddr5-ram-512-gb-ssd156-fhd-144-hrzrtx-2050-4gb-gfx-backlit-keyboard-win-11-i132059491.html,"Acer Nitro V 15 Core i5-13420H 13th Gen/ 16 GB DDR5 RAM/ 512 GB SSD/15.6"" FHD 144 Hrz/RTX 2050 4GB GFX/ Backlit Keyboard/ Win 11","Rs. 101,990","Rs. 119,990",1 Ratings,Black
10,https://www.daraz.com.np/products/acer-swift-go-14-intel-evo-i5-13th-gen-13500h-16gb-ddr5-ram-512gb-nvme-ssd-intel-integrated-graphics-14inch-28k-oled-2880-x-1800-400nits-display-backlit-keyboard-silver-i128946946.html,Acer Swift Go 14 Intel Evo i5 13th Gen 13500H – 16GB DDR5 RAM – 512GB NVMe SSD – Intel Integrated Graphics – 14inch 2.8K OLED ( 2880 x 1800 ) 400nits Display – Backlit Keyboard - Silver,"Rs. 104,999","Rs. 125,000",5 Ratings,Silver
11,https://www.daraz.com.np/products/acer-aspire-5-core-i5-13th-gen8gb-ram512gb-ssd156-fhdwin-11-i128494367.html,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/512GB SSD/15.6"" FHD/Win 11","Rs. 71,990","Rs. 85,000",8 Ratings,Steel Gray
15,https://www.daraz.com.np/products/asus-vivo-book-x1402z-core-i5-12th-gen8gb-ram512-gb-ssd14-fhd-displaymagic-numpad-win-11-i128491406.html,"ASUS Vivo Book X1402Z Core i5 12th Gen/8GB RAM/512 GB SSD/14"" FHD Display/Magic Numpad/ Win 11","Rs. 75,990","Rs. 92,000",1 Ratings,Silver
17,https://www.daraz.com.np/products/dell-latitude-e5400-i5-8th-gen-8-gb-ram-256-gb-ssd-14-screen-i129314954.html,"Dell Latitude E5400 I5-8th Gen | 8 GB RAM | 256 GB SSD | 14"" Screen","Rs. 45,499","Rs. 65,000",1 Ratings,Black
18,https://www.daraz.com.np/products/dell-latitude-e5300-i5-8th-gen-8gb-256-ssd-133-ultrabook-i128496077.html,Dell Latitude E5300 i5-8th Gen 8GB 256 SSD 13.3″ Ultrabook,"Rs. 45,000","Rs. 72,000",5 Ratings,Black
19,https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-ram512gb-ssd156-display-i118372728.html,Dell Vostro 3520 I3-12th gen 8GB RAM/512GB SSD/15.6 Display,"Rs. 52,347","Rs. 58,000",24 Ratings,Multicolor
21,https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512ssd-156-screen-laptop-i128136700.html,Lenovo ideapad Slim 3 i5 13th Gen 8GB RAM 512ssd 15.6 Screen Laptop,"Rs. 70,990","Rs. 74,000",9 Ratings,Grey
22,https://www.daraz.com.np/products/dell-g15-5530-intel-core-i7-13650hx-rtx-4060-8gb-graphics-16gb-ddr5-ram-1tb-nvme-ssd-156-fhd-120hz-display-windows-11-home-i146182014.html,Dell G15 5530 Intel Core i7 13650HX RTX 4060 8GB Graphics – 16GB DDR5 RAM – 1TB NVMe SSD – 15.6″ FHD 120Hz Display – Windows 11 Home,"Rs. 169,999","Rs. 220,000",1 Ratings,Black
23,https://www.daraz.com.np/products/hp-envy-14-intel-core-i7-gen-1-14th-gen-14000h-processor-16gb-ram-512-ssd-gb-14-fhd-x360-touchscreen-backlit-keyboard-natural-silver-win-11home-i136724188.html,HP envy 14 [Intel core- i7 (Gen 1 ) 14th gen 14000H Processor / 16gb RAM / 512 SSD GB / 14′ FHD / X360 Touchscreen / Backlit Keyboard / Natural Silver / Win 11Home],"Rs. 124,999","Rs. 189,999",1 Ratings,Silver
25,https://www.daraz.com.np/products/acer-predator-helios-300-i7-11th-gen-rtx-3060-16gb-ram-1tb-ssd-156-qhd-165hz-display-i128486228.html,"Acer Predator Helios 300 / i7 11th Gen / RTX 3060 / 16GB RAM / 1TB SSD /15.6"" QHD 165Hz Display","Rs. 149,490","Rs. 205,000",1 Ratings,Black
26,https://www.daraz.com.np/products/laptop-lenovo-ideapad-slim-3-i5-12450h16gb-ram512gb-ssd156-fhd-i132749334.html,"Laptop Lenovo IdeaPad Slim 3 i5-12450H/16GB RAM/512GB SSD/15.6"" FHD","Rs. 66,999","Rs. 85,000",1 Ratings,Space Grey
29,https://www.daraz.com.np/products/dell-vostro-3520-core-i5-12th-gen-16gb-ram512-gb-ssd156-fhdwin-11-i129919581.html,"Dell Vostro 3520 Core i5 12th Gen/ 16GB RAM/512 GB SSD/15.6"" FHD/Win 11","Rs. 69,490","Rs. 90,990",3 Ratings,Black
30,https://www.daraz.com.np/products/dell-latitude-e5300-2-in-1-360-fold-i5-8th-gen-8-gb-ram-256-gb-ssd-133-screen-i129532301.html,"Dell Latitude E5300 2 in 1 360 Fold I5-8th Gen | 8 GB RAM | 256 GB SSD | 13.3"" Screen","Rs. 49,999","Rs. 65,000",No Ratings,Black
31,https://www.daraz.com.np/products/mi-notebook-pro-intel-core-i5-11th-gen16gb512gb-ssdiris-xe-graphics-14-inch-laptop-i113998214.html,Mi Notebook Pro Intel Core i5 11th Gen16GB/512GB SSD/Iris Xe Graphics 14 Inch Laptop,"Rs. 99,999","Rs. 114,999",7 Ratings,Grey
32,https://www.daraz.com.np/products/dell-latitude-e7400-laptop-i5-8th-gen-256-gb-ssd-8-gb-ram-ultrabook-silver-i129075425.html,Dell Latitude E7400 Laptop I5-8th Gen 256 GB SSD 8 GB RAM Ultrabook Silver,"Rs. 47,999","Rs. 55,000",3 Ratings,Black
34,https://www.daraz.com.np/products/lenovo-ideapad-slim-3i-2023-15-i3-13th-gen-8gb-ram-256gb-156-fhd-display-i128155035.html,"Lenovo IdeaPad Slim 3i 2023 15 i3 13Th Gen / 8GB RAM / 256GB / 15.6"" FHD display","Rs. 51,996","Rs. 60,000",2 Ratings,Multicolor
37,https://www.daraz.com.np/products/primebook-4g-android-based-mediatek-mediatek-mt8788-4-gb64-gb-emmc-storageprime-os-4g-thin-and-light-laptop-116-inch-black-1065-kg-i129569211.html,"Primebook 4G Android Based MediaTek MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Laptop (11.6 Inch, Black, 1.065 Kg)","Rs. 24,990","Rs. 27,990",1 Ratings,Black
38,https://www.daraz.com.np/products/chuwi-herobook-plus-156-windows-10-laptop-8gb-lpddr4256gb-ssdips-display-windows-10-home-plastic-thin-body-light-and-portable-free-gift-i105735203.html,"CHUWI HeroBook Plus 15.6"" Windows 10 Laptop 丨8GB LPDDR4丨256GB SSD丨IPS Display Windows 10 Home, Plastic Thin Body, Light and Portable + Free Gift","Rs. 38,499","Rs. 65,120",1 Ratings,Grey
39,https://www.daraz.com.np/products/lenovo-v15-celeron-laptop-4gb256gb-ssd156-inch-display-i128162455.html,"Lenovo V15 celeron Laptop 4GB,256GB SSD,15.6 inch Display","Rs. 33,997","Rs. 40,000",1 Ratings,Black
41,https://www.daraz.com.np/products/apple-macbook-air-13-inch-m1-256gb-oliz-store-i106600811.html,Apple MacBook Air 13-inch M1 256GB - Oliz Store,"Rs. 109,900","Rs. 139,900",76 Ratings,Space Grey
45,https://www.daraz.com.np/products/lenovo-v15-celeron-4gb-ram-256gb-ssd156-inch-hd-display-i117911554.html,"Lenovo V15 celeron 4GB RAM 256GB SSD,15.6 inch HD Display","Rs. 33,998","Rs. 45,000",22 Ratings,Black
47,https://www.daraz.com.np/products/dell-celeron-5470-intel-uhd-8256gb-ssd-i129342925.html,Dell Celeron 5470 Intel UHD 8/256GB SSD,"Rs. 35,800","Rs. 40,000",5 Ratings,Black
48,https://www.daraz.com.np/products/acer-aspire-3-ryzen-7-5700u-16-gb-ram-512-gb-ssd156-fhd-amd-gfx-win-11-i134922201.html,Acer Aspire 3 Ryzen 7 - 5700U / 16 GB RAM/ 512 GB SSD/15.6 FHD/ AMD Gfx/ Win 11,"Rs. 73,990","Rs. 89,990",No Ratings,Silver
49,https://www.daraz.com.np/products/acer-nitro-v-15-core-i5-13420h-13th-gen-16-gb-ddr5-ram-512-gb-ssd156-fhd-144-hrzrtx-2050-4gb-gfx-backlit-keyboard-win-11-i132059491.html,"Acer Nitro V 15 Core i5-13420H 13th Gen/ 16 GB DDR5 RAM/ 512 GB SSD/15.6"" FHD 144 Hrz/RTX 2050 4GB GFX/ Backlit Keyboard/ Win 11","Rs. 101,990","Rs. 119,990",1 Ratings,Black
50,https://www.daraz.com.np/products/acer-swift-go-14-intel-evo-i5-13th-gen-13500h-16gb-ddr5-ram-512gb-nvme-ssd-intel-integrated-graphics-14inch-28k-oled-2880-x-1800-400nits-display-backlit-keyboard-silver-i128946946.html,Acer Swift Go 14 Intel Evo i5 13th Gen 13500H – 16GB DDR5 RAM – 512GB NVMe SSD – Intel Integrated Graphics – 14inch 2.8K OLED ( 2880 x 1800 ) 400nits Display – Backlit Keyboard - Silver,"Rs. 104,999","Rs. 125,000",5 Ratings,Silver
51,https://www.daraz.com.np/products/acer-aspire-5-core-i5-13th-gen8gb-ram512gb-ssd156-fhdwin-11-i128494367.html,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/512GB SSD/15.6"" FHD/Win 11","Rs. 71,990","Rs. 85,000",8 Ratings,Steel Gray
55,https://www.daraz.com.np/products/asus-vivo-book-x1402z-core-i5-12th-gen8gb-ram512-gb-ssd14-fhd-displaymagic-numpad-win-11-i128491406.html,"ASUS Vivo Book X1402Z Core i5 12th Gen/8GB RAM/512 GB SSD/14"" FHD Display/Magic Numpad/ Win 11","Rs. 75,990","Rs. 92,000",1 Ratings,Silver
57,https://www.daraz.com.np/products/dell-latitude-e5400-i5-8th-gen-8-gb-ram-256-gb-ssd-14-screen-i129314954.html,"Dell Latitude E5400 I5-8th Gen | 8 GB RAM | 256 GB SSD | 14"" Screen","Rs. 45,499","Rs. 65,000",1 Ratings,Black
58,https://www.daraz.com.np/products/dell-latitude-e5300-i5-8th-gen-8gb-256-ssd-133-ultrabook-i128496077.html,Dell Latitude E5300 i5-8th Gen 8GB 256 SSD 13.3″ Ultrabook,"Rs. 45,000","Rs. 72,000",5 Ratings,Black
59,https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-ram512gb-ssd156-display-i118372728.html,Dell Vostro 3520 I3-12th gen 8GB RAM/512GB SSD/15.6 Display,"Rs. 52,347","Rs. 58,000",24 Ratings,Multicolor
61,https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512ssd-156-screen-laptop-i128136700.html,Lenovo ideapad Slim 3 i5 13th Gen 8GB RAM 512ssd 15.6 Screen Laptop,"Rs. 70,990","Rs. 74,000",9 Ratings,Grey
62,https://www.daraz.com.np/products/dell-g15-5530-intel-core-i7-13650hx-rtx-4060-8gb-graphics-16gb-ddr5-ram-1tb-nvme-ssd-156-fhd-120hz-display-windows-11-home-i146182014.html,Dell G15 5530 Intel Core i7 13650HX RTX 4060 8GB Graphics – 16GB DDR5 RAM – 1TB NVMe SSD – 15.6″ FHD 120Hz Display – Windows 11 Home,"Rs. 169,999","Rs. 220,000",1 Ratings,Black
63,https://www.daraz.com.np/products/hp-envy-14-intel-core-i7-gen-1-14th-gen-14000h-processor-16gb-ram-512-ssd-gb-14-fhd-x360-touchscreen-backlit-keyboard-natural-silver-win-11home-i136724188.html,HP envy 14 [Intel core- i7 (Gen 1 ) 14th gen 14000H Processor / 16gb RAM / 512 SSD GB / 14′ FHD / X360 Touchscreen / Backlit Keyboard / Natural Silver / Win 11Home],"Rs. 124,999","Rs. 189,999",1 Ratings,Silver
65,https://www.daraz.com.np/products/acer-predator-helios-300-i7-11th-gen-rtx-3060-16gb-ram-1tb-ssd-156-qhd-165hz-display-i128486228.html,"Acer Predator Helios 300 / i7 11th Gen / RTX 3060 / 16GB RAM / 1TB SSD /15.6"" QHD 165Hz Display","Rs. 149,490","Rs. 205,000",1 Ratings,Black
66,https://www.daraz.com.np/products/laptop-lenovo-ideapad-slim-3-i5-12450h16gb-ram512gb-ssd156-fhd-i132749334.html,"Laptop Lenovo IdeaPad Slim 3 i5-12450H/16GB RAM/512GB SSD/15.6"" FHD","Rs. 66,999","Rs. 85,000",1 Ratings,Space Grey
69,https://www.daraz.com.np/products/dell-vostro-3520-core-i5-12th-gen-16gb-ram512-gb-ssd156-fhdwin-11-i129919581.html,"Dell Vostro 3520 Core i5 12th Gen/ 16GB RAM/512 GB SSD/15.6"" FHD/Win 11","Rs. 69,490","Rs. 90,990",3 Ratings,Black
70,https://www.daraz.com.np/products/dell-latitude-e5300-2-in-1-360-fold-i5-8th-gen-8-gb-ram-256-gb-ssd-133-screen-i129532301.html,"Dell Latitude E5300 2 in 1 360 Fold I5-8th Gen | 8 GB RAM | 256 GB SSD | 13.3"" Screen","Rs. 49,999","Rs. 65,000",No Ratings,Black
71,https://www.daraz.com.np/products/mi-notebook-pro-intel-core-i5-11th-gen16gb512gb-ssdiris-xe-graphics-14-inch-laptop-i113998214.html,Mi Notebook Pro Intel Core i5 11th Gen16GB/512GB SSD/Iris Xe Graphics 14 Inch Laptop,"Rs. 99,999","Rs. 114,999",7 Ratings,Grey
72,https://www.daraz.com.np/products/dell-latitude-e7400-laptop-i5-8th-gen-256-gb-ssd-8-gb-ram-ultrabook-silver-i129075425.html,Dell Latitude E7400 Laptop I5-8th Gen 256 GB SSD 8 GB RAM Ultrabook Silver,"Rs. 47,999","Rs. 55,000",3 Ratings,Black
74,https://www.daraz.com.np/products/lenovo-ideapad-slim-3i-2023-15-i3-13th-gen-8gb-ram-256gb-156-fhd-display-i128155035.html,"Lenovo IdeaPad Slim 3i 2023 15 i3 13Th Gen / 8GB RAM / 256GB / 15.6"" FHD display","Rs. 51,996","Rs. 60,000",2 Ratings,Multicolor
77,https://www.daraz.com.np/products/primebook-4g-android-based-mediatek-mediatek-mt8788-4-gb64-gb-emmc-storageprime-os-4g-thin-and-light-laptop-116-inch-black-1065-kg-i129569211.html,"Primebook 4G Android Based MediaTek MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Laptop (11.6 Inch, Black, 1.065 Kg)","Rs. 24,990","Rs. 27,990",1 Ratings,Black
78,https://www.daraz.com.np/products/chuwi-herobook-plus-156-windows-10-laptop-8gb-lpddr4256gb-ssdips-display-windows-10-home-plastic-thin-body-light-and-portable-free-gift-i105735203.html,"CHUWI HeroBook Plus 15.6"" Windows 10 Laptop 丨8GB LPDDR4丨256GB SSD丨IPS Display Windows 10 Home, Plastic Thin Body, Light and Portable + Free Gift","Rs. 38,499","Rs. 65,120",1 Ratings,Grey
79,https://www.daraz.com.np/products/lenovo-v15-celeron-laptop-4gb256gb-ssd156-inch-display-i128162455.html,"Lenovo V15 celeron Laptop 4GB,256GB SSD,15.6 inch Display","Rs. 33,997","Rs. 40,000",1 Ratings,Black
82,https://www.daraz.com.np/products/lenovo-ideapad-1-intel-celeron-processor-4-gb-ram-128-gb-ssd-14-inch-display-ote-i120789072.html,Lenovo Ideapad 1 Intel Celeron Processor 4 GB RAM 128 GB SSD 14 inch Display - OTE,"Rs. 36,000","Rs. 45,000",1 Ratings,Silver
83,https://www.daraz.com.np/products/acer-swift-go-14-ryzen-5-7530u-16-gb-ddr4-ram-512-gb-ssd14-fhd-ipsamd-radeon-gfx-backlit-keyboard-win-11-i132164384.html,"Acer Swift Go 14 Ryzen 5 - 7530U / 16 GB DDR4 RAM/ 512 GB SSD/14"" FHD IPS/AMD Radeon GFX/ Backlit Keyboard/ Win 11","Rs. 89,990","Rs. 99,900",1 Ratings,Silver
84,https://www.daraz.com.np/products/lenovo-ip-3-slim-3-core-i3-13th-gen8-gb-ddr5-ram256-gb-ssd156-fhd-win-11-i128273615.html,"Lenovo IP 3 Slim 3 Core i3 13th Gen/8 GB DDR5 RAM/256 GB SSD/15.6"" FHD/ Win 11","Rs. 53,990","Rs. 74,990",1 Ratings,Artic Gray
85,https://www.daraz.com.np/products/acer-aspire-3-ryzen-5-7520u-8-gb-ddr5-ram-512-gb-ssd-nvme156-fhdwin-11-i128901899.html,"Acer Aspire 3 Ryzen 5 7520U/ 8 GB DDR5 RAM/ 512 GB SSD NVME/15.6"" FHD/Win 11","Rs. 62,500","Rs. 89,900",1 Ratings,Silver
86,https://www.daraz.com.np/products/acer-aspire-5-intel-core-i5-13th-gen-8gb-ram-512gb-ssd-156fhd-i128041232.html,"Acer Aspire 5 Intel Core i5 13th Gen 8GB Ram 512GB SSD 15.6""FHD","Rs. 76,997","Rs. 85,000",1 Ratings,Multicolor
87,https://www.daraz.com.np/products/acer-aspire-3-al14-31p-ultraslimbook-i3-n305-8gb-ram-512gb-ss-14fhd-sliver-color-i129691037.html,Acer Aspire 3 AL14-31P Ultraslimbook i3-N305-8GB RAM-512GB SS-14FHD-Sliver Color,"Rs. 54,897","Rs. 58,000",1 Ratings,Silver
88,https://www.daraz.com.np/products/acer-nitro-v-15-intel-core-i5-13th-gen-13420h-8gb-ddr5-ram-512gb-nvme-ssd-nvidia-rtx-3050-6gb-graphics-156-fhd-144hz-display-backlit-keyboard-black-i128519019.html,"Acer Nitro V 15 Intel Core i5 13th Gen 13420H - 8GB DDR5 RAM - 512GB NVMe SSD - NVIDIA RTX 3050 6GB Graphics - 15.6"" FHD 144Hz Display - Backlit Keyboard - Black","Rs. 107,999","Rs. 135,000",No Ratings,Black
89,https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-512ssd-156-fhd-120hz-screen-i129434941.html,"Dell Vostro 3520 i3 12th Gen 8GB 512ssd 15.6"" FHD 120Hz Screen","Rs. 51,490","Rs. 55,000",1 Ratings,Black
94,https://www.daraz.com.np/products/dell-vostro-3520-core-i5-12th-gen-12gb-ram512-gb-ssd156-fhdwin-11-i129162509.html,"Dell Vostro 3520 Core i5 12th Gen/ 12GB RAM/512 GB SSD/15.6"" FHD/Win 11","Rs. 67,990","Rs. 87,990",1 Ratings,Black
97,https://www.daraz.com.np/products/hp-pavilion-x360-14-core-i5-1035g1-8gb-ram-256gb-ssd-convertible-laptop-i114689725.html,"HP Pavilion X360 14"" Core i5 1035G1 8GB RAM 256GB SSD Convertible Laptop","Rs. 93,999","Rs. 99,999",1 Ratings,Silver
98,https://www.daraz.com.np/products/hp-victus-16-amd-ryzen-7-6800h-8gb-ddr-5-ram-512gb-ssd-4gb-rtx-3050-161144hz-fhd-i129027509.html,"HP Victus 16 Amd Ryzen 7 6800H 8GB DDR-5 Ram 512GB SSD 4GB RTX 3050 16.1""144Hz FHD","Rs. 118,000","Rs. 120,000",1 Ratings,Black
105,https://www.daraz.com.np/products/hp-probook-440-g10-i5-13th-gen8gb-ram512gb-ssd14-hd-display-i128298982.html,HP ProBook 440 G10 I5-13th Gen/8GB RAM/512GB SSD/14 HD Display,"Rs. 96,899","Rs. 98,000",1 Ratings,Multicolor
107,https://www.daraz.com.np/products/acer-aspire-3-i5-11th-gen-8gb-ram-512gb-ssd-156fhd-i128117004.html,Acer Aspire 3 I5-11th Gen-8GB RAM-512GB SSD -15.6FHD,"Rs. 62,998","Rs. 73,000",No Ratings,SILVER
108,https://www.daraz.com.np/products/lenovo-loq-15-amd-ryzen-7-7435hs-rtx-4060-8gb-graphics-16gb-ddr5-ram-512gb-nvme-ssd-156-fhd-144hz-display-backlit-keyboard-windows-11-home-i146182078.html,Lenovo LOQ 15 AMD Ryzen 7 7435HS RTX 4060 8GB Graphics – 16GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD 144Hz Display – Backlit Keyboard – Windows 11 Home,"Rs. 149,999","Rs. 175,000",No Ratings,Grey
110,https://www.daraz.com.np/products/acer-predator-helios-neo-16-intel-core-i5-13500hx-rtx-4050-6gb-graphics-16gb-ddr5-ram-512gb-nvme-gen-4-ssd-16-wuxga-1920-x-1200-165hz-display-windows-11-home-i129275896.html,Acer Predator Helios Neo 16 Intel Core i5-13500HX RTX 4050 6GB Graphics – 16GB DDR5 RAM – 512GB NVMe Gen 4 SSD – 16″ WUXGA ( 1920 x 1200 ) 165Hz Display – Windows 11 Home,"Rs. 155,999","Rs. 170,000",No Ratings,Black
111,https://www.daraz.com.np/products/dell-g5-15-5511-i5-11400h-8gb-256-ssd-nvidia-rtx-3050-4gb-gddr6-156-fhd-i112764063.html,"Dell G5 15 5511 / i5-11400H / 8GB / 256 SSD / NVIDIA RTX 3050-4GB GDDR6 / 15.6"" FHD","Rs. 109,200","Rs. 143,900",1 Ratings,Grey
112,https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-16gb-ram-512gb-ssd-156-120hz-fhd-display-laptop-i137572340.html,"Dell Vostro 3520 i3 12th Gen | 16GB RAM | 512GB SSD | 15.6"" 120Hz FHD Display Laptop","Rs. 54,000","Rs. 55,000",No Ratings,Black
113,https://www.daraz.com.np/products/msi-cyborg-15-a13udx-gaming-laptop-13th-gen-core-i7-16gb-ram-512gb-gen4-ssd-156-fhd-144hz-nvidia-rtx-3050-6gb-win-11-home-i129960668.html,"MSI Cyborg 15 A13UDX Gaming Laptop (13th Gen Core i7 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 6GB | Win 11 Home)","Rs. 148,600","Rs. 150,000",No Ratings,Black
123,https://www.daraz.com.np/products/acer-swift-go-14-core-ultra-5-125h-14th-gen-16-gb-ram-512gb-ssd14-oled-28kintel-arc-ai-gfx-backlit-keyboard-win-11-i134756903.html,"Acer Swift GO 14 Core Ultra 5 125H 14th Gen / 16 GB RAM/ 512GB SSD/14"" OLED 2.8K/Intel Arc AI GFX/ Backlit Keyboard/ Win 11","Rs. 119,990","Rs. 135,990",No Ratings,Frost Blue
127,https://www.daraz.com.np/products/acer-aspire-3-2023-ryzen-3-7320u-4gb-ram-256gb-ssd-156-fhd-display-i128492316.html,"Acer Aspire 3 2023 Ryzen 3 7320U 4GB RAM 256GB SSD 15.6"" FHD Display","Rs. 52,490","Rs. 60,000",No Ratings,Silver
129,https://www.daraz.com.np/products/dell-vostro-3510-i5-1135g7-11th-gen-8gb-ram-256-gb-ssd-intel-uhd-graphic-156-fhd-i127232634.html,Dell Vostro 3510 i5-1135G7 11th Gen 8GB RAM 256 GB SSD Intel UHD Graphic 15.’’6 FHD,"Rs. 69,998","Rs. 79,000",1 Ratings,Black
132,https://www.daraz.com.np/products/lenovo-ideapad-1-15lgl7-11thgen-intel-celeron-n4020-8gb-ddr4-ram-256gb-ssd-156-hd-display-windows-11-abyss-blue-laptop-i123993177.html,"Lenovo Ideapad 1 15lGL7 11thGen Intel Celeron N4020 8GB DDR4 RAM 256GB SSD 15.6""' HD Display Windows 11 Abyss Blue Laptop","Rs. 36,500","Rs. 42,000",No Ratings,Blue
135,https://www.daraz.com.np/products/asus-zenbook-flip-15-q508u-amd-ryzen-7-5700u-8gb-256gb-ssd-156-fhd-touchscreen-x-360-rotate-nvidia-mx450-2gb-laptop-i121969717.html,Asus Zenbook Flip 15 Q508U AMD Ryzen 7 5700U 8GB 256GB SSD 15.6″ FHD Touchscreen x 360 Rotate NVIDIA MX450 2GB Laptop,"Rs. 114,990","Rs. 145,000",No Ratings,Silver
139,https://www.daraz.com.np/products/acer-spin-3-14-intel-core-i3-n305-8gb-ddr5-ram-256gb-nvme-ssd-intel-integrated-graphics-14-wuxga-touchscreen-display-windows-11-home-i146166045.html,Acer Spin 3 14 Intel Core i3 N305 – 8GB DDR5 RAM – 256GB NVMe SSD – Intel Integrated Graphics – 14″ WUXGA Touchscreen Display – Windows 11 Home,"Rs. 56,999","Rs. 70,000",No Ratings,Silver
144,https://www.daraz.com.np/products/lenovo-ideapad-slim-3-14iru8-13th-gen-intel-core-i3-1305u-processor-8gb-ram-512gb-ssd-intel-uhd-graphics-card-14-inch-fhd-ips-display-fingerprint-reader-i133117835.html,Lenovo IdeaPad Slim 3 14IRU8 (13th Gen Intel Core i3 1305U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 14-inch FHD IPS Display | Fingerprint Reader,"Rs. 52,999","Rs. 59,999",No Ratings,Silver
148,https://www.daraz.com.np/products/apple-macbook-air-136-m28c-cpu8c-gpu8gb256gb-evostore-i117770489.html,"Apple MacBook Air 13.6"" M2/8C CPU/8C GPU/8GB/256GB - EvoStore","Rs. 155,000","Rs. 174,900",20 Ratings,Starlight
149,https://www.daraz.com.np/products/lenovo-thinbook-14-core-i5-1235u-12th-gen-16-gb-ram-512-ssd14-fhd-ipsbacklit-keyboard-win-11-pro-i136025827.html,"Lenovo ThinBook 14 Core i5-1235U 12th Gen/ 16 GB RAM/ 512 SSD/14"" FHD IPS/Backlit Keyboard/ Win 11 Pro","Rs. 89,990","Rs. 110,990",No Ratings,Gray
151,https://www.daraz.com.np/products/hp-victus-15-amd-ryzen-5-8645hs-8gb-ddr5-ram-512gb-nvme-ssd-nvidia-geforce-rtx-4050-6gb-graphics-156-fhd-144hz-display-windows-11-home-black-i146341210.html,HP Victus 15 AMD Ryzen 5 8645HS – 8GB DDR5 RAM – 512GB NVMe SSD – NVIDIA GeForce RTX 4050 6GB Graphics – 15.6″ FHD 144Hz Display – Windows 11 Home – Black,"Rs. 115,999","Rs. 120,000",No Ratings,Black
153,https://www.daraz.com.np/products/laptop-lenovo-celeron-4gb-128-gb-14-ips-i116124793.html,Laptop Lenovo Celeron 4GB 128 GB 14'' IPS,"Rs. 39,499","Rs. 41,999",No Ratings,Blue
154,https://www.daraz.com.np/products/acer-aspire-15-intel-core-5-120u-2024-8gb-ddr5-ram-512gb-nvme-gen-4-ssd-intel-integrated-graphics-156-fhd-display-steel-grey-i145335840.html,Acer Aspire 15 Intel Core 5 120U 2024 – 8GB DDR5 RAM – 512GB NVMe Gen 4 SSD – Intel Integrated Graphics – 15.6″ FHD Display – Steel Grey,"Rs. 76,999","Rs. 95,000",No Ratings,Grey
155,https://www.daraz.com.np/products/acer-aspire-5-15-2023-13th-gen-i5-8gb-ram-512gb-ssd-156-fhd-display-1-year-warranty-i135662728.html,"Acer Aspire 5 15 (2023) 13th Gen i5 / 8GB RAM / 512GB SSD / 15.6"" FHD Display / 1 Year Warranty","Rs. 67,799","Rs. 99,999",No Ratings,Grey
160,https://www.daraz.com.np/products/dell-vostro-3520-i5-1235u-processor-8-gb-ram512-gb-ssd-56-inch-fhd-display-onin-i132058272.html,Dell Vostro 3520 i5 12th Gen 8 Gb Ram 512 Gb SSD 15.6 inch FHD Display /Onin,"Rs. 66,500","Rs. 77,000",No Ratings,Black
167,https://www.daraz.com.np/products/dell-wyse-5470-celeron-intel-uhd-8gb-ram-256gb-ssd-14-fhd-i128965140.html,Dell WYSE 5470 | Celeron | Intel UHD | 8GB RAM | 256GB SSD | 14″ FHD,"Rs. 35,500","Rs. 42,900",No Ratings,Black
